Day,Plays,TrackId,StationId
2019-06-23,1,XKZP52532633881334,YWDD59300413218151
2019-12-25,1,XKZP52532633881334,YWDD59300413218151
2019-07-26,1,XKZP52532633881334,YWDD59300413218151
2019-12-04,1,XKZP52532633881334,YWDD59300413218151
2019-11-16,1,XKZP52532633881334,YWDD59300413218151
2019-01-12,1,XKZP52532633881334,YWDD59300413218151
2019-07-24,1,XKZP52532633881334,YWDD59300413218151
2019-02-04,1,XKZP52532633881334,YWDD59300413218151
2019-04-11,1,XKZP52532633881334,YWDD59300413218151
2019-07-05,1,XKZP52532633881334,YWDD59300413218151
2019-10-04,1,XKZP52532633881334,YWDD59300413218151
2019-12-18,1,XKZP52532633881334,YWDD59300413218151
2019-12-31,1,XKZP52532633881334,YWDD59300413218151
2019-08-01,1,XKZP52532633881334,YWDD59300413218151
2019-04-24,1,XKZP52532633881334,YWDD59300413218151
2019-07-12,1,XKZP52532633881334,YWDD59300413218151
2019-10-27,1,XKZP52532633881334,YWDD59300413218151
2019-01-01,1,XKZP52532633881334,YWDD59300413218151
2019-12-06,1,XKZP52532633881334,YWDD59300413218151
2019-03-20,1,XKZP52532633881334,YWDD59300413218151
2019-09-07,1,XKZP52532633881334,YWDD59300413218151
2019-04-12,1,XKZP52532633881334,YWDD59300413218151
2019-02-21,1,XKZP52532633881334,YWDD59300413218151
2019-08-03,1,XKZP52532633881334,YWDD59300413218151
2019-09-04,1,XKZP52532633881334,YWDD59300413218151
2019-05-28,1,XKZP52532633881334,YWDD59300413218151
2019-04-02,1,XKZP52532633881334,YWDD59300413218151
2019-11-10,1,XKZP52532633881334,YWDD59300413218151
2019-03-08,1,XKZP52532633881334,YWDD59300413218151
2019-04-28,1,XKZP52532633881334,YWDD59300413218151
2019-12-02,1,XKZP52532633881334,YWDD59300413218151
2019-12-22,1,XKZP52532633881334,YWDD59300413218151
2019-12-19,1,XKZP52532633881334,YWDD59300413218151
2019-01-19,1,XKZP52532633881334,YWDD59300413218151
2019-06-19,1,XKZP52532633881334,YWDD59300413218151
2019-06-10,1,XKZP52532633881334,YWDD59300413218151
2019-12-08,1,XKZP52532633881334,YWDD59300413218151
2019-06-14,1,XKZP52532633881334,YWDD59300413218151
2019-07-16,1,XKZP52532633881334,YWDD59300413218151
2019-08-16,1,XKZP52532633881334,YWDD59300413218151
2019-12-23,1,XKZP52532633881334,YWDD59300413218151
2019-11-01,1,XKZP52532633881334,YWDD59300413218151
2019-10-22,1,XKZP52532633881334,YWDD59300413218151
2019-08-26,1,XKZP52532633881334,YWDD59300413218151
2019-12-27,1,XKZP52532633881334,YWDD59300413218151
2019-11-17,1,XKZP52532633881334,YWDD59300413218151
2019-04-04,1,XKZP52532633881334,YWDD59300413218151
2019-03-16,1,XKZP52532633881334,YWDD59300413218151
2019-04-30,1,XKZP52532633881334,YWDD59300413218151
2019-04-26,1,XKZP52532633881334,YWDD59300413218151
2019-11-03,1,XKZP52532633881334,YWDD59300413218151
2019-06-09,1,XKZP52532633881334,YWDD59300413218151
2019-09-12,1,XKZP52532633881334,YWDD59300413218151
2019-07-08,1,XKZP52532633881334,YWDD59300413218151
2019-04-15,1,XKZP52532633881334,YWDD59300413218151
2019-02-06,1,XKZP52532633881334,YWDD59300413218151
2019-04-23,1,XKZP52532633881334,YWDD59300413218151
2019-05-23,1,XKZP52532633881334,YWDD59300413218151
2019-06-12,1,XKZP52532633881334,YWDD59300413218151
2019-09-28,1,XKZP52532633881334,YWDD59300413218151
2019-01-11,1,XKZP52532633881334,YWDD59300413218151
2019-05-14,1,XKZP52532633881334,YWDD59300413218151
2019-02-17,1,XKZP52532633881334,YWDD59300413218151
2019-05-29,1,XKZP52532633881334,YWDD59300413218151
2019-10-07,1,XKZP52532633881334,YWDD59300413218151
2019-09-16,1,XKZP52532633881334,YWDD59300413218151
2019-04-19,1,XKZP52532633881334,YWDD59300413218151
2019-09-01,1,XKZP52532633881334,YWDD59300413218151
2019-08-11,1,XKZP52532633881334,YWDD59300413218151
2019-07-28,1,XKZP52532633881334,YWDD59300413218151
2019-10-05,1,XKZP52532633881334,YWDD59300413218151
2019-06-27,1,XKZP52532633881334,YWDD59300413218151
2019-05-07,1,XKZP52532633881334,YWDD59300413218151
2019-03-26,1,XKZP52532633881334,YWDD59300413218151
2019-11-04,1,XKZP52532633881334,YWDD59300413218151
2019-07-03,1,XKZP52532633881334,YWDD59300413218151
2019-06-22,1,XKZP52532633881334,YWDD59300413218151
2019-02-12,1,XKZP52532633881334,YWDD59300413218151
2019-02-08,1,XKZP52532633881334,YWDD59300413218151
2019-08-29,1,XKZP52532633881334,YWDD59300413218151
2019-10-29,1,XKZP52532633881334,YWDD59300413218151
2019-05-09,1,XKZP52532633881334,YWDD59300413218151
2019-01-20,1,XKZP52532633881334,YWDD59300413218151
2019-04-27,1,XKZP52532633881334,YWDD59300413218151
2019-06-25,1,XKZP52532633881334,YWDD59300413218151
2019-05-18,1,XKZP52532633881334,YWDD59300413218151
2019-06-17,1,XKZP52532633881334,YWDD59300413218151
2019-04-17,1,XKZP52532633881334,YWDD59300413218151
2019-11-19,1,XKZP52532633881334,YWDD59300413218151
2019-07-30,1,XKZP52532633881334,YWDD59300413218151
2019-04-20,1,XKZP52532633881334,YWDD59300413218151
2019-07-20,1,XKZP52532633881334,YWDD59300413218151
2019-03-30,1,XKZP52532633881334,YWDD59300413218151
2019-03-10,1,XKZP52532633881334,YWDD59300413218151
2019-01-18,1,XKZP52532633881334,YWDD59300413218151
2019-02-25,1,XKZP52532633881334,YWDD59300413218151
2019-11-28,1,XKZP52532633881334,YWDD59300413218151
2019-06-02,1,XKZP52532633881334,YWDD59300413218151
2019-09-09,1,XKZP52532633881334,YWDD59300413218151
2019-11-14,1,XKZP52532633881334,YWDD59300413218151
2019-10-11,1,XKZP52532633881334,YWDD59300413218151
2019-03-03,1,XKZP52532633881334,YWDD59300413218151
2019-11-24,1,XKZP52532633881334,YWDD59300413218151
2019-12-10,1,XKZP52532633881334,YWDD59300413218151
2019-03-23,1,XKZP52532633881334,YWDD59300413218151
2019-06-05,1,XKZP52532633881334,YWDD59300413218151
2019-01-03,1,XKZP52532633881334,YWDD59300413218151
2019-12-16,1,XKZP52532633881334,YWDD59300413218151
2019-10-13,1,XKZP52532633881334,YWDD59300413218151
2019-03-31,1,XKZP52532633881334,YWDD59300413218151
2019-10-21,1,XKZP52532633881334,YWDD59300413218151
2019-07-01,1,XKZP52532633881334,YWDD59300413218151
2019-03-19,1,XKZP52532633881334,YWDD59300413218151
2019-01-05,1,XKZP52532633881334,YWDD59300413218151
2019-08-08,1,XKZP52532633881334,YWDD59300413218151
2019-05-01,1,XKZP52532633881334,YWDD59300413218151
2019-05-12,1,XKZP52532633881334,YWDD59300413218151
2019-05-02,1,XKZP52532633881334,YWDD59300413218151
2019-10-08,1,XKZP52532633881334,YWDD59300413218151
2019-03-25,1,XKZP52532633881334,YWDD59300413218151
2019-06-07,1,XKZP52532633881334,YWDD59300413218151
2019-01-13,1,XKZP52532633881334,YWDD59300413218151
2019-10-20,1,XKZP52532633881334,YWDD59300413218151
2019-02-14,1,XKZP52532633881334,YWDD59300413218151
2019-12-01,1,XKZP52532633881334,YWDD59300413218151
2019-01-22,1,XKZP52532633881334,YWDD59300413218151
2019-06-29,1,XKZP52532633881334,YWDD59300413218151
2019-01-09,1,XKZP52532633881334,YWDD59300413218151
2019-01-23,1,XKZP52532633881334,YWDD59300413218151
2019-07-15,1,XKZP52532633881334,YWDD59300413218151
2019-01-07,1,XKZP52532633881334,YWDD59300413218151
2019-02-07,1,XKZP52532633881334,YWDD59300413218151
2019-09-26,1,XKZP52532633881334,YWDD59300413218151
2019-05-27,1,XKZP52532633881334,YWDD59300413218151
2019-02-20,1,XKZP52532633881334,YWDD59300413218151
2019-07-11,1,XKZP52532633881334,YWDD59300413218151
2019-11-23,1,XKZP52532633881334,YWDD59300413218151
2019-10-02,1,XKZP52532633881334,YWDD59300413218151
2019-11-06,1,XKZP52532633881334,YWDD59300413218151
2019-02-11,1,XKZP52532633881334,YWDD59300413218151
2019-01-16,1,XKZP52532633881334,YWDD59300413218151
2019-08-19,1,XKZP52532633881334,YWDD59300413218151
2019-10-17,1,XKZP52532633881334,YWDD59300413218151
2019-06-30,1,XKZP52532633881334,YWDD59300413218151
2019-03-13,1,XKZP52532633881334,YWDD59300413218151
2019-03-28,1,XKZP52532633881334,YWDD59300413218151
2019-01-24,2,XKZP52532633881334,YWDD59300413218151
2019-05-21,2,XKZP52532633881334,YWDD59300413218151
2019-02-15,2,XKZP52532633881334,YWDD59300413218151
2019-02-22,2,XKZP52532633881334,YWDD59300413218151
2019-03-05,2,XKZP52532633881334,YWDD59300413218151
2019-01-25,2,XKZP52532633881334,YWDD59300413218151
2019-01-30,2,XKZP52532633881334,YWDD59300413218151
2019-05-29,1,XKZP52532633881334,PWZR64474056946340
2019-09-25,1,XKZP52532633881334,PWZR64474056946340
2019-11-27,1,XKZP52532633881334,PWZR64474056946340
2019-07-31,1,XKZP52532633881334,PWZR64474056946340
2019-04-17,1,XKZP52532633881334,PWZR64474056946340
2019-02-08,1,XKZP52532633881334,UZDL00391042328873
2019-05-13,1,XKZP52532633881334,UZDL00391042328873
2019-01-24,1,XKZP52532633881334,UZDL00391042328873
2019-06-08,1,XKZP52532633881334,UZDL00391042328873
2019-06-21,1,XKZP52532633881334,UZDL00391042328873
2019-11-17,1,XKZP52532633881334,UZDL00391042328873
2019-10-15,1,XKZP52532633881334,UZDL00391042328873
2019-08-01,1,XKZP52532633881334,UZDL00391042328873
2019-03-06,1,XKZP52532633881334,UZDL00391042328873
2019-01-03,1,XKZP52532633881334,UZDL00391042328873
2019-05-04,1,XKZP52532633881334,UZDL00391042328873
2019-12-04,1,XKZP52532633881334,UZDL00391042328873
2019-09-01,1,XKZP52532633881334,UZDL00391042328873
2019-12-31,1,XKZP52532633881334,UZDL00391042328873
2019-04-07,1,XKZP52532633881334,UZDL00391042328873
2019-03-16,1,XKZP52532633881334,UZDL00391042328873
2019-01-23,1,XKZP52532633881334,KWTO93089571675480
2019-01-10,1,XKZP52532633881334,NMBL06934831608702
2019-10-02,1,XKZP52532633881334,SXKV06727956752319
2019-05-02,1,XKZP52532633881334,SXKV06727956752319
2019-03-23,1,XKZP52532633881334,NMBL06934831608702
2019-12-01,1,XKZP52532633881334,ZKQK28989844640849
2019-02-12,1,XKZP52532633881334,KZOX51687388812635
2019-09-16,1,XKZP52532633881334,ZKQK28989844640849
2019-11-22,1,XKZP52532633881334,SYVK72983680220737
2019-06-04,1,XKZP52532633881334,DZYV92138903968533
2019-10-02,1,XKZP52532633881334,MBCP03868079732905
2019-10-30,1,XKZP52532633881334,SYVK72983680220737
2019-10-08,1,XKZP52532633881334,DZYV92138903968533
2019-06-21,1,XKZP52532633881334,MBCP03868079732905
2019-11-25,1,XKZP52532633881334,UVWJ46823595247545
2019-10-28,1,XKZP52532633881334,ZKQK28989844640849
2019-09-08,1,XKZP52532633881334,NMBL06934831608702
2019-07-22,1,XKZP52532633881334,OMBQ17598407274689
2019-05-07,1,XKZP52532633881334,SYVK72983680220737
2019-04-04,1,XKZP52532633881334,ZKQK28989844640849
2019-04-07,1,XKZP52532633881334,OMBQ17598407274689
2019-01-23,1,XKZP52532633881334,NMBL06934831608702
2019-01-25,1,XKZP52532633881334,KZOX51687388812635
2019-02-02,1,XKZP52532633881334,KWTO93089571675480
2019-07-10,1,XKZP52532633881334,KZOX51687388812635
2019-01-14,1,XKZP52532633881334,OMBQ17598407274689
2019-01-23,1,XKZP52532633881334,SYVK72983680220737
2019-08-19,1,XKZP52532633881334,ZKQK28989844640849
2019-05-29,1,XKZP52532633881334,SYVK72983680220737
2019-09-16,1,XKZP52532633881334,SYVK72983680220737
2019-09-04,1,XKZP52532633881334,KZOX51687388812635
2019-11-25,1,XKZP52532633881334,MBCP03868079732905
2019-10-28,1,XKZP52532633881334,KWTO93089571675480
2019-02-20,1,XKZP52532633881334,KWTO93089571675480
2019-03-15,1,XKZP52532633881334,NMBL06934831608702
2019-11-15,1,XKZP52532633881334,MBCP03868079732905
2019-06-22,1,XKZP52532633881334,UVWJ46823595247545
2019-04-07,1,XKZP52532633881334,UVWJ46823595247545
2019-11-06,1,XKZP52532633881334,SXKV06727956752319
2019-02-18,1,XKZP52532633881334,SYVK72983680220737
2019-06-21,1,XKZP52532633881334,QRCQ16626785194206
2019-11-18,1,XKZP52532633881334,UVWJ46823595247545
2019-01-19,1,XKZP52532633881334,NMBL06934831608702
2019-10-24,1,XKZP52532633881334,NMBL06934831608702
2019-06-01,1,XKZP52532633881334,SYVK72983680220737
2019-12-01,1,XKZP52532633881334,KWTO93089571675480
2019-04-03,1,XKZP52532633881334,ZRGV04230743331792
2019-01-19,1,XKZP52532633881334,SXKV06727956752319
2019-06-14,1,XKZP52532633881334,ZRGV04230743331792
2019-11-06,1,XKZP52532633881334,KZOX51687388812635
2019-10-28,1,XKZP52532633881334,QRCQ16626785194206
2019-01-10,1,XKZP52532633881334,SYVK72983680220737
2019-02-15,1,XKZP52532633881334,OMBQ17598407274689
2019-05-03,1,XKZP52532633881334,KZOX51687388812635
2019-11-05,1,XKZP52532633881334,KZOX51687388812635
2019-08-19,1,XKZP52532633881334,DZYV92138903968533
2019-01-22,1,XKZP52532633881334,SXKV06727956752319
2019-12-06,1,XKZP52532633881334,ZRGV04230743331792
2019-10-24,1,XKZP52532633881334,UVWJ46823595247545
2019-09-11,1,XKZP52532633881334,ZRGV04230743331792
2019-02-27,1,XKZP52532633881334,OMBQ17598407274689
2019-02-26,1,XKZP52532633881334,UVWJ46823595247545
2019-06-17,1,XKZP52532633881334,OMBQ17598407274689
2019-10-30,1,XKZP52532633881334,QRCQ16626785194206
2019-06-14,1,XKZP52532633881334,OMBQ17598407274689
2019-05-02,1,XKZP52532633881334,KWTO93089571675480
2019-08-29,1,XKZP52532633881334,MBCP03868079732905
2019-06-17,1,XKZP52532633881334,SXKV06727956752319
2019-03-04,1,XKZP52532633881334,ZRGV04230743331792
2019-11-25,1,XKZP52532633881334,ZKQK28989844640849
2019-12-01,1,XKZP52532633881334,DZYV92138903968533
2019-08-12,1,XKZP52532633881334,SYVK72983680220737
2019-02-27,1,XKZP52532633881334,QRCQ16626785194206
2019-09-16,1,XKZP52532633881334,NMBL06934831608702
2019-08-17,1,XKZP52532633881334,SYVK72983680220737
2019-11-13,1,XKZP52532633881334,SYVK72983680220737
2019-10-24,1,XKZP52532633881334,QRCQ16626785194206
2019-06-15,1,XKZP52532633881334,OMBQ17598407274689
2019-10-30,1,XKZP52532633881334,DZYV92138903968533
2019-03-04,1,XKZP52532633881334,ZKQK28989844640849
2019-03-18,1,XKZP52532633881334,ZKQK28989844640849
2019-03-01,1,XKZP52532633881334,ZRGV04230743331792
2019-08-07,1,XKZP52532633881334,DZYV92138903968533
2019-08-07,1,XKZP52532633881334,OMBQ17598407274689
2019-02-27,1,XKZP52532633881334,KWTO93089571675480
2019-08-01,1,XKZP52532633881334,ZRGV04230743331792
2019-09-25,1,XKZP52532633881334,NMBL06934831608702
2019-03-19,1,XKZP52532633881334,QRCQ16626785194206
2019-02-26,1,XKZP52532633881334,DZYV92138903968533
2019-08-29,1,XKZP52532633881334,QRCQ16626785194206
2019-10-28,1,XKZP52532633881334,MBCP03868079732905
2019-04-29,1,XKZP52532633881334,SYVK72983680220737
2019-04-03,1,XKZP52532633881334,SYVK72983680220737
2019-03-08,1,XKZP52532633881334,SXKV06727956752319
2019-08-24,1,XKZP52532633881334,DZYV92138903968533
2019-02-07,1,XKZP52532633881334,KZOX51687388812635
2019-05-14,1,XKZP52532633881334,QRCQ16626785194206
2019-11-02,1,XKZP52532633881334,UVWJ46823595247545
2019-06-19,1,XKZP52532633881334,SYVK72983680220737
2019-05-10,1,XKZP52532633881334,SXKV06727956752319
2019-03-19,1,XKZP52532633881334,NMBL06934831608702
2019-05-31,1,XKZP52532633881334,DZYV92138903968533
2019-10-24,1,XKZP52532633881334,DZYV92138903968533
2019-09-02,1,XKZP52532633881334,KZOX51687388812635
2019-08-01,1,XKZP52532633881334,UVWJ46823595247545
2019-10-05,1,XKZP52532633881334,SYVK72983680220737
2019-10-30,1,XKZP52532633881334,ZRGV04230743331792
2019-08-19,1,XKZP52532633881334,NMBL06934831608702
2019-05-17,1,XKZP52532633881334,KWTO93089571675480
2019-09-26,1,XKZP52532633881334,QRCQ16626785194206
2019-03-13,1,XKZP52532633881334,QRCQ16626785194206
2019-06-04,1,XKZP52532633881334,UVWJ46823595247545
2019-12-31,1,XKZP52532633881334,ZRGV04230743331792
2019-06-19,1,XKZP52532633881334,KWTO93089571675480
2019-09-26,1,XKZP52532633881334,ZRGV04230743331792
2019-05-07,1,XKZP52532633881334,SXKV06727956752319
2019-06-01,1,XKZP52532633881334,OMBQ17598407274689
2019-03-29,1,XKZP52532633881334,MBCP03868079732905
2019-05-03,1,XKZP52532633881334,MBCP03868079732905
2019-04-09,1,XKZP52532633881334,KWTO93089571675480
2019-08-16,1,XKZP52532633881334,KWTO93089571675480
2019-11-06,1,XKZP52532633881334,SYVK72983680220737
2019-05-31,1,XKZP52532633881334,ZRGV04230743331792
2019-03-23,1,XKZP52532633881334,OMBQ17598407274689
2019-02-12,1,XKZP52532633881334,UVWJ46823595247545
2019-11-13,1,XKZP52532633881334,NMBL06934831608702
2019-11-25,1,XKZP52532633881334,KZOX51687388812635
2019-03-29,1,XKZP52532633881334,ZRGV04230743331792
2019-07-03,1,XKZP52532633881334,DZYV92138903968533
2019-06-03,1,XKZP52532633881334,ZRGV04230743331792
2019-07-30,1,XKZP52532633881334,KZOX51687388812635
2019-04-05,1,XKZP52532633881334,SXKV06727956752319
2019-03-13,1,XKZP52532633881334,ZRGV04230743331792
2019-11-12,1,XKZP52532633881334,KWTO93089571675480
2019-10-28,1,XKZP52532633881334,SXKV06727956752319
2019-11-30,1,XKZP52532633881334,MBCP03868079732905
2019-05-03,1,XKZP52532633881334,SYVK72983680220737
2019-11-15,1,XKZP52532633881334,ZKQK28989844640849
2019-05-10,1,XKZP52532633881334,DZYV92138903968533
2019-08-14,1,XKZP52532633881334,QRCQ16626785194206
2019-06-17,1,XKZP52532633881334,NMBL06934831608702
2019-07-27,1,XKZP52532633881334,SYVK72983680220737
2019-01-16,1,XKZP52532633881334,QRCQ16626785194206
2019-08-12,1,XKZP52532633881334,UVWJ46823595247545
2019-09-25,1,XKZP52532633881334,ZKQK28989844640849
2019-11-18,1,XKZP52532633881334,NMBL06934831608702
2019-05-02,1,XKZP52532633881334,ZRGV04230743331792
2019-01-21,1,XKZP52532633881334,OMBQ17598407274689
2019-08-29,1,XKZP52532633881334,DZYV92138903968533
2019-10-22,1,XKZP52532633881334,QRCQ16626785194206
2019-03-23,1,XKZP52532633881334,QRCQ16626785194206
2019-03-04,1,XKZP52532633881334,NMBL06934831608702
2019-03-01,1,XKZP52532633881334,ZKQK28989844640849
2019-05-07,1,XKZP52532633881334,OMBQ17598407274689
2019-01-21,1,XKZP52532633881334,SYVK72983680220737
2019-01-23,1,XKZP52532633881334,KZOX51687388812635
2019-12-01,1,XKZP52532633881334,QRCQ16626785194206
2019-07-16,1,XKZP52532633881334,NMBL06934831608702
2019-05-29,1,XKZP52532633881334,QRCQ16626785194206
2019-12-06,1,XKZP52532633881334,MBCP03868079732905
2019-09-26,1,XKZP52532633881334,OMBQ17598407274689
2019-08-17,1,XKZP52532633881334,ZRGV04230743331792
2019-03-11,1,XKZP52532633881334,MBCP03868079732905
2019-11-22,1,XKZP52532633881334,ZRGV04230743331792
2019-11-12,1,XKZP52532633881334,MBCP03868079732905
2019-06-03,1,XKZP52532633881334,ZKQK28989844640849
2019-04-29,1,XKZP52532633881334,OMBQ17598407274689
2019-05-27,1,XKZP52532633881334,KZOX51687388812635
2019-02-02,1,XKZP52532633881334,SXKV06727956752319
2019-11-18,1,XKZP52532633881334,ZRGV04230743331792
2019-09-11,1,XKZP52532633881334,SYVK72983680220737
2019-03-25,1,XKZP52532633881334,NMBL06934831608702
2019-07-27,1,XKZP52532633881334,KWTO93089571675480
2019-08-27,1,XKZP52532633881334,SXKV06727956752319
2019-09-16,1,XKZP52532633881334,DZYV92138903968533
2019-07-29,1,XKZP52532633881334,KWTO93089571675480
2019-10-22,1,XKZP52532633881334,DZYV92138903968533
2019-08-27,1,XKZP52532633881334,QRCQ16626785194206
2019-07-29,1,XKZP52532633881334,SXKV06727956752319
2019-11-13,1,XKZP52532633881334,DZYV92138903968533
2019-09-27,1,XKZP52532633881334,SXKV06727956752319
2019-01-22,1,XKZP52532633881334,SYVK72983680220737
2019-10-22,1,XKZP52532633881334,SYVK72983680220737
2019-03-08,1,XKZP52532633881334,ZRGV04230743331792
2019-11-05,1,XKZP52532633881334,NMBL06934831608702
2019-04-29,1,XKZP52532633881334,KZOX51687388812635
2019-02-26,1,XKZP52532633881334,ZRGV04230743331792
2019-09-27,1,XKZP52532633881334,QRCQ16626785194206
2019-08-14,1,XKZP52532633881334,DZYV92138903968533
2019-10-07,1,XKZP52532633881334,KWTO93089571675480
2019-10-02,1,XKZP52532633881334,KWTO93089571675480
2019-12-06,1,XKZP52532633881334,QRCQ16626785194206
2019-11-12,1,XKZP52532633881334,KZOX51687388812635
2019-04-29,1,XKZP52532633881334,KWTO93089571675480
